2017-12-18 10:13:22,368 p=25318 u=packetferret |   25318 1513613602.36770: starting run
2017-12-18 11:12:43,431 paramiko.transport Kex agreed: ecdh-sha2-nistp256
2017-12-18 11:12:43,431 paramiko.transport HostKey agreed: ecdsa-sha2-nistp256
2017-12-18 11:12:43,431 paramiko.transport Cipher agreed: aes128-ctr
2017-12-18 11:12:43,431 paramiko.transport MAC agreed: hmac-sha2-256
2017-12-18 11:12:43,431 paramiko.transport Compression agreed: none
2017-12-18 11:12:43,436 paramiko.transport kex engine KexNistp256 specified hash_algo <built-in function openssl_sha256>
2017-12-18 11:12:43,437 paramiko.transport Switch to new keys ...
2017-12-18 11:12:43,438 paramiko.transport Trying discovered key dd3bb82e850406e9abffa80ac0046ed6 in /home/packetferret/.vagrant.d/insecure_private_key
2017-12-18 11:12:43,477 paramiko.transport userauth is OK
2017-12-18 11:12:43,481 paramiko.transport Authentication (publickey) successful!
2017-12-18 11:12:43,502 p=1731 u=packetferret |  ssh connection done, setting terminal
2017-12-18 11:12:43,502 paramiko.transport [chan 0] Max packet in: 32768 bytes
2017-12-18 11:12:43,503 paramiko.transport [chan 0] Max packet out: 32768 bytes
2017-12-18 11:12:43,503 paramiko.transport Secsh channel 0 opened.
2017-12-18 11:12:43,504 paramiko.transport [chan 0] Sesch channel 0 request ok
2017-12-18 11:12:43,506 paramiko.transport [chan 0] Sesch channel 0 request ok
2017-12-18 11:12:43,508 p=1731 u=packetferret |  loaded terminal plugin for network_os junos
2017-12-18 11:12:43,513 p=1731 u=packetferret |  loaded cliconf plugin for network_os junos
2017-12-18 11:12:44,542 p=1731 u=packetferret |  firing event: on_open_shell()
2017-12-18 11:12:44,866 p=1731 u=packetferret |  ssh connection has completed successfully
2017-12-18 11:12:44,866 p=1731 u=packetferret |  connection established to 127.0.0.1 in 0:00:01.471515
2017-12-18 11:12:44,866 p=1731 u=packetferret |  local socket is set to listening
2017-12-18 11:12:45,395 p=1731 u=packetferret |  incoming request accepted on persistent socket
2017-12-18 11:12:45,395 p=1731 u=packetferret |  socket operation is CONTEXT
2017-12-18 11:12:45,395 p=1731 u=packetferret |  updating play_context for connection
2017-12-18 11:12:45,395 p=1731 u=packetferret |  socket operation completed with rc 0
2017-12-18 11:12:45,395 p=1731 u=packetferret |  socket operation is RUN
2017-12-18 11:12:45,395 p=1731 u=packetferret |  socket operation completed with rc 0
2017-12-18 11:12:45,974 p=1747 u=packetferret |  re-using existing socket for root@127.0.0.1:2204
2017-12-18 11:12:45,974 p=1731 u=packetferret |  incoming request accepted on persistent socket
2017-12-18 11:12:45,975 p=1731 u=packetferret |  socket operation is CONTEXT
2017-12-18 11:12:45,975 p=1731 u=packetferret |  updating play_context for connection
2017-12-18 11:12:45,975 p=1731 u=packetferret |  socket operation completed with rc 0
2017-12-18 11:12:45,975 p=1731 u=packetferret |  socket operation is EXEC
2017-12-18 11:12:45,975 p=1731 u=packetferret |  socket operation completed with rc 0
2017-12-18 11:12:46,222 p=1731 u=packetferret |  incoming request accepted on persistent socket
2017-12-18 11:12:46,222 p=1731 u=packetferret |  socket operation is EXEC
2017-12-18 11:12:46,232 p=1731 u=packetferret |  socket operation completed with rc 0
2017-12-18 11:12:46,245 p=1716 u=packetferret |  ok: [leaf01_re]
2017-12-18 11:12:46,246 p=1716 u=packetferret |  	to retry, use: --limit @/home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/junos_netconf.retry

2017-12-18 11:12:46,246 p=1716 u=packetferret |  PLAY RECAP ************************************************************************************************************************************************************************************
2017-12-18 11:12:46,246 p=1716 u=packetferret |  leaf01_re                  : ok=1    changed=0    unreachable=0    failed=0   
2017-12-18 11:12:46,246 p=1716 u=packetferret |  leaf02_re                  : ok=0    changed=0    unreachable=0    failed=1   
2017-12-18 11:12:46,247 p=1716 u=packetferret |  leaf03_re                  : ok=0    changed=0    unreachable=0    failed=1   
2017-12-18 11:12:46,247 p=1716 u=packetferret |  leaf04_re                  : ok=0    changed=0    unreachable=0    failed=1   
2017-12-18 11:12:58,971 p=1847 u=packetferret |  PLAY [### JUNOS - ENABLE NETCONF ###] *********************************************************************************************************************************************************
2017-12-18 11:12:58,996 p=1847 u=packetferret |  TASK [# JUNOS - FORCE DEVICE TO LISTEN FOR NETCONF SESSIONS #] ********************************************************************************************************************************
2017-12-18 11:12:59,019 p=1847 u=packetferret |  fatal: [leaf02_re]: FAILED! => {"msg": "The task includes an option with an undefined variable. The error was: 'ansible_ssh_port' is undefined\n\nThe error appears to have been in '/home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/junos_netconf.yml': line 7, column 9, but may\nbe elsewhere in the file depending on the exact syntax problem.\n\nThe offending line appears to be:\n\n    tasks:\n      - name: \"# JUNOS - FORCE DEVICE TO LISTEN FOR NETCONF SESSIONS #\"\n        ^ here\n\nexception type: <class 'ansible.errors.AnsibleUndefinedVariable'>\nexception: 'ansible_ssh_port' is undefined"}
2017-12-18 11:12:59,022 p=1847 u=packetferret |  fatal: [leaf03_re]: FAILED! => {"msg": "The task includes an option with an undefined variable. The error was: 'ansible_ssh_port' is undefined\n\nThe error appears to have been in '/home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/junos_netconf.yml': line 7, column 9, but may\nbe elsewhere in the file depending on the exact syntax problem.\n\nThe offending line appears to be:\n\n    tasks:\n      - name: \"# JUNOS - FORCE DEVICE TO LISTEN FOR NETCONF SESSIONS #\"\n        ^ here\n\nexception type: <class 'ansible.errors.AnsibleUndefinedVariable'>\nexception: 'ansible_ssh_port' is undefined"}
2017-12-18 11:12:59,026 p=1847 u=packetferret |  fatal: [leaf04_re]: FAILED! => {"msg": "The task includes an option with an undefined variable. The error was: 'ansible_ssh_port' is undefined\n\nThe error appears to have been in '/home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/junos_netconf.yml': line 7, column 9, but may\nbe elsewhere in the file depending on the exact syntax problem.\n\nThe offending line appears to be:\n\n    tasks:\n      - name: \"# JUNOS - FORCE DEVICE TO LISTEN FOR NETCONF SESSIONS #\"\n        ^ here\n\nexception type: <class 'ansible.errors.AnsibleUndefinedVariable'>\nexception: 'ansible_ssh_port' is undefined"}
2017-12-18 11:12:59,487 p=1862 u=packetferret |  re-using existing socket for root@127.0.0.1:2204
2017-12-18 11:12:59,488 p=1731 u=packetferret |  incoming request accepted on persistent socket
2017-12-18 11:12:59,488 p=1731 u=packetferret |  socket operation is CONTEXT
2017-12-18 11:12:59,488 p=1731 u=packetferret |  updating play_context for connection
2017-12-18 11:12:59,488 p=1731 u=packetferret |  socket operation completed with rc 0
2017-12-18 11:12:59,488 p=1731 u=packetferret |  socket operation is RUN
2017-12-18 11:12:59,488 p=1731 u=packetferret |  socket operation completed with rc 0
2017-12-18 11:12:59,990 p=1869 u=packetferret |  re-using existing socket for root@127.0.0.1:2204
2017-12-18 11:12:59,990 p=1731 u=packetferret |  incoming request accepted on persistent socket
2017-12-18 11:12:59,990 p=1731 u=packetferret |  socket operation is CONTEXT
2017-12-18 11:12:59,991 p=1731 u=packetferret |  updating play_context for connection
2017-12-18 11:12:59,991 p=1731 u=packetferret |  socket operation completed with rc 0
2017-12-18 11:12:59,991 p=1731 u=packetferret |  socket operation is EXEC
2017-12-18 11:12:59,991 p=1731 u=packetferret |  socket operation completed with rc 0
2017-12-18 11:13:00,246 p=1731 u=packetferret |  incoming request accepted on persistent socket
2017-12-18 11:13:00,246 p=1731 u=packetferret |  socket operation is EXEC
2017-12-18 11:13:00,253 p=1731 u=packetferret |  socket operation completed with rc 0
2017-12-18 11:13:00,267 p=1847 u=packetferret |  ok: [leaf01_re]
2017-12-18 11:13:00,269 p=1847 u=packetferret |  	to retry, use: --limit @/home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/junos_netconf.retry

2017-12-18 11:13:00,269 p=1847 u=packetferret |  PLAY RECAP ************************************************************************************************************************************************************************************
2017-12-18 11:13:00,269 p=1847 u=packetferret |  leaf01_re                  : ok=1    changed=0    unreachable=0    failed=0   
2017-12-18 11:13:00,269 p=1847 u=packetferret |  leaf02_re                  : ok=0    changed=0    unreachable=0    failed=1   
2017-12-18 11:13:00,270 p=1847 u=packetferret |  leaf03_re                  : ok=0    changed=0    unreachable=0    failed=1   
2017-12-18 11:13:00,270 p=1847 u=packetferret |  leaf04_re                  : ok=0    changed=0    unreachable=0    failed=1   
2017-12-18 11:13:03,672 p=1961 u=packetferret |  ERROR! the playbook: provisioning/junos_netconf. could not be found
2017-12-18 11:13:06,709 p=2034 u=packetferret |  PLAY [### JUNOS - APPLY CONFIGURATION ###] ****************************************************************************************************************************************************
2017-12-18 11:13:06,744 p=2034 u=packetferret |  TASK [load configure lines into device] *******************************************************************************************************************************************************
2017-12-18 11:13:06,772 p=2034 u=packetferret |  fatal: [leaf02_re]: FAILED! => {"msg": "The task includes an option with an undefined variable. The error was: {u'username': u'{{ ansible_user }}', u'host': u'{{ ansible_host }}', u'ssh_keyfile': u'{{ ansible_ssh_private_key_file }}', u'port': u'{{ ansible_port }}'}: 'ansible_ssh_private_key_file' is undefined\n\nThe error appears to have been in '/home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/junos_apply_configuration.yml': line 22, column 9, but may\nbe elsewhere in the file depending on the exact syntax problem.\n\nThe offending line appears to be:\n\n\n      - name: load configure lines into device\n        ^ here\n\nexception type: <class 'ansible.errors.AnsibleUndefinedVariable'>\nexception: {u'username': u'{{ ansible_user }}', u'host': u'{{ ansible_host }}', u'ssh_keyfile': u'{{ ansible_ssh_private_key_file }}', u'port': u'{{ ansible_port }}'}: 'ansible_ssh_private_key_file' is undefined"}
2017-12-18 11:13:06,775 p=2034 u=packetferret |  fatal: [leaf03_re]: FAILED! => {"msg": "The task includes an option with an undefined variable. The error was: {u'username': u'{{ ansible_user }}', u'host': u'{{ ansible_host }}', u'ssh_keyfile': u'{{ ansible_ssh_private_key_file }}', u'port': u'{{ ansible_port }}'}: 'ansible_ssh_private_key_file' is undefined\n\nThe error appears to have been in '/home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/junos_apply_configuration.yml': line 22, column 9, but may\nbe elsewhere in the file depending on the exact syntax problem.\n\nThe offending line appears to be:\n\n\n      - name: load configure lines into device\n        ^ here\n\nexception type: <class 'ansible.errors.AnsibleUndefinedVariable'>\nexception: {u'username': u'{{ ansible_user }}', u'host': u'{{ ansible_host }}', u'ssh_keyfile': u'{{ ansible_ssh_private_key_file }}', u'port': u'{{ ansible_port }}'}: 'ansible_ssh_private_key_file' is undefined"}
2017-12-18 11:13:06,779 p=2034 u=packetferret |  fatal: [leaf04_re]: FAILED! => {"msg": "The task includes an option with an undefined variable. The error was: {u'username': u'{{ ansible_user }}', u'host': u'{{ ansible_host }}', u'ssh_keyfile': u'{{ ansible_ssh_private_key_file }}', u'port': u'{{ ansible_port }}'}: 'ansible_ssh_private_key_file' is undefined\n\nThe error appears to have been in '/home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/junos_apply_configuration.yml': line 22, column 9, but may\nbe elsewhere in the file depending on the exact syntax problem.\n\nThe offending line appears to be:\n\n\n      - name: load configure lines into device\n        ^ here\n\nexception type: <class 'ansible.errors.AnsibleUndefinedVariable'>\nexception: {u'username': u'{{ ansible_user }}', u'host': u'{{ ansible_host }}', u'ssh_keyfile': u'{{ ansible_ssh_private_key_file }}', u'port': u'{{ ansible_port }}'}: 'ansible_ssh_private_key_file' is undefined"}
2017-12-18 11:13:07,370 p=2046 u=packetferret |  creating new control socket for host 127.0.0.1:2204 as user vagrant
2017-12-18 11:13:07,370 p=2046 u=packetferret |  control socket path is /home/packetferret/.ansible/pc/e97341680f
2017-12-18 11:13:07,370 p=2046 u=packetferret |  current working directory is /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access
2017-12-18 11:13:07,370 p=2046 u=packetferret |  using connection plugin netconf
2017-12-18 11:13:07,401 p=2046 u=packetferret |  network_os is set to junos
2017-12-18 11:13:07,403 p=2046 u=packetferret |  ssh connection done, stating ncclient
2017-12-18 11:13:07,416 ncclient.transport.ssh Connected (version 2.0, client OpenSSH_6.6.1)
2017-12-18 11:13:07,538 p=2046 u=packetferret |  connecting to host 127.0.0.1 returned an error
2017-12-18 11:13:07,538 p=2046 u=packetferret |  Unknown host key [28:76:d4:ec:e0:8e:9b:64:a4:79:fc:01:89:3d:0d:20] for [127.0.0.1]
2017-12-18 11:13:17,396 p=2034 u=packetferret |  fatal: [leaf01_re]: FAILED! => {"changed": false, "msg": "unable to open shell. Please see: https://docs.ansible.com/ansible/network_debug_troubleshooting.html#unable-to-open-shell"}
2017-12-18 11:13:17,397 p=2034 u=packetferret |  	to retry, use: --limit @/home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/junos_apply_configuration.retry

2017-12-18 11:13:17,398 p=2034 u=packetferret |  PLAY RECAP ************************************************************************************************************************************************************************************
2017-12-18 11:13:17,398 p=2034 u=packetferret |  leaf01_re                  : ok=0    changed=0    unreachable=0    failed=1   
2017-12-18 11:13:17,398 p=2034 u=packetferret |  leaf02_re                  : ok=0    changed=0    unreachable=0    failed=1   
2017-12-18 11:13:17,398 p=2034 u=packetferret |  leaf03_re                  : ok=0    changed=0    unreachable=0    failed=1   
2017-12-18 11:13:17,398 p=2034 u=packetferret |  leaf04_re                  : ok=0    changed=0    unreachable=0    failed=1   
2017-12-18 11:13:30,254 p=1731 u=packetferret |  persistent connection idle timeout triggered, timeout value is 30 secs
2017-12-18 11:13:30,254 p=1731 u=packetferret |  shutdown persistent connection requested
2017-12-18 11:13:30,254 p=1731 u=packetferret |  closing local listener
2017-12-18 11:13:30,254 p=1731 u=packetferret |  closing the connection
2017-12-18 11:13:30,254 p=1731 u=packetferret |  closing ssh connection to device
2017-12-18 11:13:30,254 p=1731 u=packetferret |  firing event: on_close_shell()
2017-12-18 11:13:30,254 paramiko.transport [chan 0] EOF sent (0)
2017-12-18 11:13:30,254 p=1731 u=packetferret |  cli session is now closed
2017-12-18 11:13:30,295 paramiko.transport EOF in transport thread
2017-12-18 11:13:30,318 p=1731 u=packetferret |  ssh connection has been closed successfully
2017-12-18 11:13:30,318 p=1731 u=packetferret |  removing the local control socket
2017-12-18 11:13:30,318 p=1731 u=packetferret |  shutdown complete
2017-12-18 11:13:30,318 p=1731 u=packetferret |  shutdown persistent connection requested
2017-12-18 11:13:30,318 p=1731 u=packetferret |  persistent connection is not active
2017-12-18 11:13:30,318 p=1731 u=packetferret |  shutdown local socket, connection was active for 0:00:46.923770 secs
2017-12-18 11:41:32,052 p=5124 u=packetferret |  ansible-playbook 2.4.2.0
  config file = /etc/ansible/ansible.cfg
  configured module search path = [u'/home/packetferret/.ansible/plugins/modules', u'/usr/share/ansible/plugins/modules']
  ansible python module location = /usr/lib/python2.7/site-packages/ansible
  executable location = /usr/bin/ansible-playbook
  python version = 2.7.14 (default, Nov  3 2017, 10:55:25) [GCC 7.2.1 20170915 (Red Hat 7.2.1-2)]
2017-12-18 11:41:32,052 p=5124 u=packetferret |  Using /etc/ansible/ansible.cfg as config file
2017-12-18 11:41:32,053 p=5124 u=packetferret |  setting up inventory plugins
2017-12-18 11:41:32,061 p=5124 u=packetferret |  Parsed /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/.vagrant/provisioners/ansible/inventory/vagrant_ansible_inventory inventory source with ini plugin
2017-12-18 11:41:32,191 p=5124 u=packetferret |  Loading callback plugin default of type stdout, v2.0 from /usr/lib/python2.7/site-packages/ansible/plugins/callback/__init__.pyc
2017-12-18 11:41:32,260 p=5124 u=packetferret |  PLAYBOOK: all.yml **************************************************************
2017-12-18 11:41:32,261 p=5124 u=packetferret |  6 plays in provisioning/all.yml
2017-12-18 11:41:32,287 p=5124 u=packetferret |  PLAY [### PROJECT - BUILD TEMPORARY FOLDERS TO HOST CONFIGURATIONS AS THEY'RE COMPILED ###] ***
2017-12-18 11:41:32,305 p=5124 u=packetferret |  META: ran handlers
2017-12-18 11:41:32,319 p=5124 u=packetferret |  TASK [# REMOVE ANY PREVIOUS ITERATION OF THE PROJECT'S FILES #] ****************
2017-12-18 11:41:32,319 p=5124 u=packetferret |  task path: /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/build_directories.yml:7
2017-12-18 11:41:32,469 p=5124 u=packetferret |  Using module file /usr/lib/python2.7/site-packages/ansible/modules/files/file.py
2017-12-18 11:41:32,571 p=5124 u=packetferret |  changed: [leaf01_re] => {
    "changed": true, 
    "diff": {
        "after": {
            "path": "/tmp/ansible//leaf01_re/tmp", 
            "state": "absent"
        }, 
        "before": {
            "path": "/tmp/ansible//leaf01_re/tmp", 
            "state": "directory"
        }
    }, 
    "invocation": {
        "module_args": {
            "attributes": null, 
            "backup": null, 
            "content": null, 
            "delimiter": null, 
            "diff_peek": null, 
            "directory_mode": null, 
            "follow": false, 
            "force": false, 
            "group": null, 
            "mode": null, 
            "original_basename": null, 
            "owner": null, 
            "path": "/tmp/ansible//leaf01_re/tmp", 
            "recurse": false, 
            "regexp": null, 
            "remote_src": null, 
            "selevel": null, 
            "serole": null, 
            "setype": null, 
            "seuser": null, 
            "src": null, 
            "state": "absent", 
            "unsafe_writes": null, 
            "validate": null
        }
    }, 
    "path": "/tmp/ansible//leaf01_re/tmp", 
    "state": "absent"
}
2017-12-18 11:41:32,574 p=5124 u=packetferret |  TASK [# CREATE TEMPORARY FOLDERS #] ********************************************
2017-12-18 11:41:32,574 p=5124 u=packetferret |  task path: /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/build_directories.yml:11
2017-12-18 11:41:32,588 p=5124 u=packetferret |  Using module file /usr/lib/python2.7/site-packages/ansible/modules/files/file.py
2017-12-18 11:41:32,696 p=5124 u=packetferret |  changed: [leaf01_re] => {
    "changed": true, 
    "diff": {
        "after": {
            "path": "/tmp/ansible//leaf01_re/tmp", 
            "state": "directory"
        }, 
        "before": {
            "path": "/tmp/ansible//leaf01_re/tmp", 
            "state": "absent"
        }
    }, 
    "gid": 1000, 
    "group": "packetferret", 
    "invocation": {
        "module_args": {
            "attributes": null, 
            "backup": null, 
            "content": null, 
            "delimiter": null, 
            "diff_peek": null, 
            "directory_mode": null, 
            "follow": false, 
            "force": false, 
            "group": null, 
            "mode": null, 
            "original_basename": null, 
            "owner": null, 
            "path": "/tmp/ansible//leaf01_re/tmp", 
            "recurse": false, 
            "regexp": null, 
            "remote_src": null, 
            "selevel": null, 
            "serole": null, 
            "setype": null, 
            "seuser": null, 
            "src": null, 
            "state": "directory", 
            "unsafe_writes": null, 
            "validate": null
        }
    }, 
    "mode": "0775", 
    "owner": "packetferret", 
    "path": "/tmp/ansible//leaf01_re/tmp", 
    "size": 40, 
    "state": "directory", 
    "uid": 1000
}
2017-12-18 11:41:32,697 p=5124 u=packetferret |  META: ran handlers
2017-12-18 11:41:32,697 p=5124 u=packetferret |  META: ran handlers
2017-12-18 11:41:32,700 p=5124 u=packetferret |  PLAY [### CUMULUS - BUILD THE CONFIGURATION PIECE-BY-PIECE ###] ****************
2017-12-18 11:41:32,700 p=5124 u=packetferret |  skipping: no hosts matched
2017-12-18 11:41:32,701 p=5124 u=packetferret |  PLAY [### CUMULUS - APPLY CONFIGURATION ###] ***********************************
2017-12-18 11:41:32,701 p=5124 u=packetferret |  skipping: no hosts matched
2017-12-18 11:41:32,703 p=5124 u=packetferret |  PLAY [### ARISTA - BUILD THE CONFIGURATION PIECE-BY-PIECE ###] *****************
2017-12-18 11:41:32,704 p=5124 u=packetferret |  skipping: no hosts matched
2017-12-18 11:41:32,705 p=5124 u=packetferret |  PLAY [### ARISTA - APPLY CONFIGURATION ###] ************************************
2017-12-18 11:41:32,705 p=5124 u=packetferret |  skipping: no hosts matched
2017-12-18 11:41:32,707 p=5124 u=packetferret |  PLAY [### JUNOS - ENABLE NETCONF ###] ******************************************
2017-12-18 11:41:32,709 p=5124 u=packetferret |  META: ran handlers
2017-12-18 11:41:32,712 p=5124 u=packetferret |  TASK [# JUNOS - FORCE DEVICE TO LISTEN FOR NETCONF SESSIONS #] *****************
2017-12-18 11:41:32,712 p=5124 u=packetferret |  task path: /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/junos_netconf.yml:7
2017-12-18 11:41:33,313 p=5217 u=packetferret |  creating new control socket for host 127.0.0.1:2204 as user root
2017-12-18 11:41:33,314 p=5217 u=packetferret |  control socket path is /home/packetferret/.ansible/pc/893f9b3ee5
2017-12-18 11:41:33,314 p=5217 u=packetferret |  current working directory is /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access
2017-12-18 11:41:33,314 p=5217 u=packetferret |  using connection plugin network_cli
2017-12-18 11:41:33,337 paramiko.transport starting thread (client mode): 0xeda5f6d0L
2017-12-18 11:41:33,337 paramiko.transport Local version/idstring: SSH-2.0-paramiko_2.3.1
2017-12-18 11:41:33,352 paramiko.transport Remote version/idstring: SSH-2.0-OpenSSH_6.6.1
2017-12-18 11:41:33,352 paramiko.transport Connected (version 2.0, client OpenSSH_6.6.1)
2017-12-18 11:41:33,353 paramiko.transport kex algos:[u'curve25519-sha256@libssh.org', u'ecdh-sha2-nistp256', u'ecdh-sha2-nistp384', u'ecdh-sha2-nistp521', u'diffie-hellman-group-exchange-sha256', u'diffie-hellman-group-exchange-sha1', u'diffie-hellman-group14-sha1', u'diffie-hellman-group1-sha1'] server key:[u'ssh-rsa', u'ssh-dss', u'ecdsa-sha2-nistp256', u'ssh-ed25519'] client encrypt:[u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'arcfour256', u'arcfour128', u'aes128-gcm@openssh.com', u'aes256-gcm@openssh.com', u'chacha20-poly1305@openssh.com', u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'aes192-cbc', u'aes256-cbc', u'arcfour', u'rijndael-cbc@lysator.liu.se'] server encrypt:[u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'arcfour256', u'arcfour128', u'aes128-gcm@openssh.com', u'aes256-gcm@openssh.com', u'chacha20-poly1305@openssh.com', u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'aes192-cbc', u'aes256-cbc', u'arcfour', u'rijndael-cbc@lysator.liu.se'] client mac:[u'hmac-md5-etm@openssh.com', u'hmac-sha1-etm@openssh.com', u'umac-64-etm@openssh.com', u'umac-128-etm@openssh.com', u'hmac-sha2-256-etm@openssh.com', u'hmac-sha2-512-etm@openssh.com', u'hmac-ripemd160-etm@openssh.com', u'hmac-sha1-96-etm@openssh.com', u'hmac-md5-96-etm@openssh.com', u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'umac-128@openssh.com', u'hmac-sha2-256', u'hmac-sha2-256-96', u'hmac-sha2-512', u'hmac-sha2-512-96', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] server mac:[u'hmac-md5-etm@openssh.com', u'hmac-sha1-etm@openssh.com', u'umac-64-etm@openssh.com', u'umac-128-etm@openssh.com', u'hmac-sha2-256-etm@openssh.com', u'hmac-sha2-512-etm@openssh.com', u'hmac-ripemd160-etm@openssh.com', u'hmac-sha1-96-etm@openssh.com', u'hmac-md5-96-etm@openssh.com', u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'umac-128@openssh.com', u'hmac-sha2-256', u'hmac-sha2-256-96', u'hmac-sha2-512', u'hmac-sha2-512-96', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] client compress:[u'none', u'zlib@openssh.com'] server compress:[u'none', u'zlib@openssh.com'] client lang:[u''] server lang:[u''] kex follows?False
2017-12-18 11:41:33,353 paramiko.transport Kex agreed: ecdh-sha2-nistp256
2017-12-18 11:41:33,354 paramiko.transport HostKey agreed: ssh-ed25519
2017-12-18 11:41:33,354 paramiko.transport Cipher agreed: aes128-ctr
2017-12-18 11:41:33,354 paramiko.transport MAC agreed: hmac-sha2-256
2017-12-18 11:41:33,354 paramiko.transport Compression agreed: none
2017-12-18 11:41:33,403 paramiko.transport kex engine KexNistp256 specified hash_algo <built-in function openssl_sha256>
2017-12-18 11:41:33,403 paramiko.transport Switch to new keys ...
2017-12-18 11:41:33,438 paramiko.transport Trying discovered key dd3bb82e850406e9abffa80ac0046ed6 in /home/packetferret/.vagrant.d/insecure_private_key
2017-12-18 11:41:33,444 paramiko.transport userauth is OK
2017-12-18 11:41:33,450 paramiko.transport Authentication (publickey) successful!
2017-12-18 11:41:33,453 p=5217 u=packetferret |  ssh connection done, setting terminal
2017-12-18 11:41:33,453 paramiko.transport [chan 0] Max packet in: 32768 bytes
2017-12-18 11:41:33,454 paramiko.transport [chan 0] Max packet out: 32768 bytes
2017-12-18 11:41:33,454 paramiko.transport Secsh channel 0 opened.
2017-12-18 11:41:33,456 paramiko.transport [chan 0] Sesch channel 0 request ok
2017-12-18 11:41:33,457 paramiko.transport [chan 0] Sesch channel 0 request ok
2017-12-18 11:41:33,458 p=5217 u=packetferret |  loaded terminal plugin for network_os junos
2017-12-18 11:41:33,462 p=5217 u=packetferret |  loaded cliconf plugin for network_os junos
2017-12-18 11:41:34,490 p=5217 u=packetferret |  firing event: on_open_shell()
2017-12-18 11:41:34,818 p=5217 u=packetferret |  ssh connection has completed successfully
2017-12-18 11:41:34,818 p=5217 u=packetferret |  connection established to 127.0.0.1 in 0:00:01.504475
2017-12-18 11:41:34,819 p=5217 u=packetferret |  local socket is set to listening
2017-12-18 11:41:35,314 p=5217 u=packetferret |  incoming request accepted on persistent socket
2017-12-18 11:41:35,314 p=5217 u=packetferret |  socket operation is CONTEXT
2017-12-18 11:41:35,314 p=5217 u=packetferret |  updating play_context for connection
2017-12-18 11:41:35,314 p=5217 u=packetferret |  socket operation completed with rc 0
2017-12-18 11:41:35,314 p=5217 u=packetferret |  socket operation is RUN
2017-12-18 11:41:35,315 p=5217 u=packetferret |  socket operation completed with rc 0
2017-12-18 11:41:35,851 p=5235 u=packetferret |  re-using existing socket for root@127.0.0.1:2204
2017-12-18 11:41:35,852 p=5217 u=packetferret |  incoming request accepted on persistent socket
2017-12-18 11:41:35,852 p=5217 u=packetferret |  socket operation is CONTEXT
2017-12-18 11:41:35,852 p=5217 u=packetferret |  updating play_context for connection
2017-12-18 11:41:35,852 p=5217 u=packetferret |  socket operation completed with rc 0
2017-12-18 11:41:35,852 p=5217 u=packetferret |  socket operation is EXEC
2017-12-18 11:41:35,852 p=5217 u=packetferret |  socket operation completed with rc 0
2017-12-18 11:41:35,987 p=5124 u=packetferret |  Using module file /usr/lib/python2.7/site-packages/ansible/modules/network/junos/junos_netconf.py
2017-12-18 11:41:36,128 p=5217 u=packetferret |  incoming request accepted on persistent socket
2017-12-18 11:41:36,128 p=5217 u=packetferret |  socket operation is EXEC
2017-12-18 11:41:36,142 p=5217 u=packetferret |  socket operation completed with rc 0
2017-12-18 11:41:36,159 p=5124 u=packetferret |  ok: [leaf01_re] => {
    "changed": false, 
    "commands": [], 
    "invocation": {
        "module_args": {
            "host": null, 
            "listens_on": 22, 
            "netconf_port": 22, 
            "password": null, 
            "port": null, 
            "provider": {
                "host": "127.0.0.1", 
                "password": "VALUE_SPECIFIED_IN_NO_LOG_PARAMETER", 
                "port": 2204, 
                "ssh_keyfile": null, 
                "timeout": null, 
                "transport": null, 
                "username": "root"
            }, 
            "ssh_keyfile": null, 
            "state": "present", 
            "timeout": null, 
            "transport": null, 
            "username": null
        }
    }
}
2017-12-18 11:41:36,160 p=5124 u=packetferret |  META: ran handlers
2017-12-18 11:41:36,160 p=5124 u=packetferret |  META: ran handlers
